User_ID,Rating,Movie_ID
2430230,5,5
1529214,3,5
1031887,4,5
2354593,2,5
341649,3,5
595870,1,5
618288,5,5
592281,3,5
1174779,4,5
1813526,5,5
502145,4,5
1578883,5,5
1722588,5,5
2335640,3,5
1214640,3,5
1566551,4,5
718211,4,5
1139969,3,5
2464102,5,5
1800842,5,5
1321352,4,5
1591987,3,5
1830000,5,5
106442,2,5
285765,4,5
235124,4,5
2012052,5,5
2552319,3,5
2235548,2,5
634604,5,5
820357,5,5
657582,4,5
2334738,5,5
1053090,4,5
1606520,3,5
303270,2,5
470596,3,5
1969536,5,5
2588486,3,5
214262,3,5
701692,3,5
2054241,4,5
1973244,4,5
659526,4,5
842962,4,5
2243988,4,5
1255155,4,5
2359486,4,5
1767741,4,5
1650580,4,5
382660,4,5
1364733,5,5
2118126,2,5
1799047,3,5
895914,3,5
1241999,4,5
1209934,4,5
945888,4,5
1007254,4,5
336842,4,5
1948594,4,5
1982967,2,5
2510089,4,5
957941,3,5
1444657,4,5
213486,4,5
969759,5,5
2078462,3,5
931055,3,5
1684416,4,5
2357357,2,5
1664010,5,5
1573289,4,5
577547,5,5
939840,3,5
601868,4,5
1434651,3,5
1096430,2,5
586741,3,5
2567000,2,5
907023,4,5
1924500,2,5
134288,3,5
2249828,3,5
2424335,3,5
1071305,4,5
556534,3,5
2180134,5,5
1361124,5,5
576990,1,5
2446163,3,5
317848,4,5
937412,5,5
1968068,4,5
395098,2,5
1523143,5,5
1872926,3,5
1524620,3,5
1207990,4,5
2007573,4,5
2363785,4,5
1582905,5,5
480206,4,5
1583947,4,5
2121501,5,5
1808876,4,5
2045112,1,5
791029,3,5
122302,5,5
1648933,4,5
517794,4,5
1598669,3,5
689205,4,5
1838839,3,5
373441,5,5
1241131,5,5
2535238,4,5
2490563,3,5
2130988,5,5
1304156,3,5
1249592,4,5
2140261,2,5
1610234,1,5
594196,5,5
853383,4,5
1730699,4,5
2456574,4,5
877394,4,5
606570,4,5
2490049,3,5
552356,3,5
127911,2,5
1419705,4,5
963611,4,5
1925002,4,5
873713,1,5
1645664,1,5
2318004,4,5
1107183,5,5
2296192,4,5
734381,5,5
25049,4,5
360757,3,5
580784,3,5
286684,3,5
273641,3,5
2318471,3,5
400785,3,5
1071088,4,5
1887644,4,5
1825647,4,5
2028133,4,5
1982293,5,5
818615,4,5
2142951,4,5
1848868,4,5
2573391,3,5
1309777,4,5
40112,4,5
1627242,4,5
500866,4,5
271028,4,5
675111,3,5
177615,4,5
2387369,4,5
2212303,3,5
1897386,3,5
396140,4,5
1822608,3,5
1190391,5,5
966716,5,5
1901682,4,5
289419,5,5
1508115,4,5
1300105,3,5
2638972,4,5
565401,5,5
950631,3,5
250597,4,5
238130,3,5
318409,2,5
1998128,4,5
1824009,5,5
2625471,4,5
2382844,5,5
2460844,3,5
2303590,3,5
771637,3,5
1196471,5,5
252818,4,5
2072907,4,5
191678,5,5
368786,3,5
1935793,1,5
14035,5,5
2509302,5,5
2393981,4,5
2506048,4,5
2253090,3,5
2440601,4,5
2219240,3,5
759509,2,5
1753949,3,5
2616793,5,5
1279413,5,5
1961586,4,5
780253,2,5
2113709,4,5
66852,3,5
707012,5,5
1940324,4,5
916101,2,5
377975,3,5
2620317,4,5
1204665,4,5
1255507,4,5
332805,4,5
1739440,4,5
1431663,4,5
1708442,4,5
1011106,4,5
1904916,4,5
1663717,3,5
168939,5,5
1001461,3,5
693162,3,5
2306557,4,5
1425295,3,5
2171387,5,5
2541854,5,5
797889,4,5
1168312,4,5
679042,4,5
2349577,4,5
854949,4,5
2291306,2,5
282736,4,5
2498387,3,5
244062,3,5
1788839,4,5
2470497,4,5
2001318,4,5
340279,4,5
1672270,3,5
300962,5,5
1717162,2,5
902495,5,5
824980,2,5
531125,1,5
423402,3,5
939439,4,5
2216837,4,5
195008,4,5
1477176,3,5
2550711,3,5
673040,3,5
653682,3,5
458859,4,5
1765372,4,5
171881,5,5
513050,3,5
718564,3,5
565962,5,5
1746477,4,5
1967585,3,5
1432546,4,5
1972244,3,5
1912781,5,5
815695,4,5
320972,5,5
1662883,3,5
1269998,3,5
2253583,3,5
1113667,4,5
513930,3,5
1055669,5,5
382405,4,5
1424177,5,5
1341822,3,5
186973,5,5
1377693,5,5
465276,5,5
1233239,5,5
450285,4,5
2567571,1,5
323983,4,5
2176634,4,5
2002948,3,5
1448818,3,5
273047,2,5
1560653,4,5
1240730,4,5
2331421,4,5
1317671,3,5
356515,3,5
1907559,3,5
2133574,3,5
1264021,4,5
831364,5,5
1254363,4,5
384821,4,5
2625327,3,5
821727,4,5
1591925,4,5
442911,3,5
2153128,3,5
2131774,2,5
1139925,5,5
91245,4,5
2089599,1,5
752702,1,5
86901,4,5
588344,5,5
1641505,4,5
1822357,3,5
1520904,4,5
2615224,3,5
2203182,3,5
1235651,2,5
2444204,4,5
254222,3,5
406219,3,5
1389295,4,5
2384389,4,5
1167852,5,5
2606799,2,5
1993442,5,5
1404431,3,5
407675,3,5
117878,4,5
723983,3,5
2296114,4,5
1984315,3,5
152441,4,5
2241241,3,5
1382951,4,5
401178,4,5
2307036,3,5
1147677,3,5
957368,4,5
1432211,3,5
966771,4,5
664705,5,5
341587,4,5
611883,4,5
1996328,5,5
1925306,4,5
896636,4,5
2213342,4,5
78684,3,5
2127544,4,5
759737,1,5
2635895,5,5
1955713,4,5
885932,4,5
1230729,4,5
404170,4,5
375046,1,5
184273,4,5
491513,4,5
414236,4,5
504624,4,5
789014,1,5
1685083,5,5
1353746,4,5
1964351,3,5
798296,4,5
586421,4,5
682963,3,5
1086213,4,5
545026,4,5
37939,2,5
1932915,3,5
1373119,4,5
2423552,3,5
16272,4,5
2194081,4,5
1880039,3,5
38129,5,5
114072,5,5
1235873,2,5
60973,4,5
762240,4,5
641785,3,5
573995,4,5
1506872,3,5
2561674,1,5
1082332,3,5
738379,4,5
308307,5,5
1999678,5,5
1889913,5,5
2391281,3,5
1687564,4,5
2266937,3,5
683123,3,5
1662118,2,5
959486,5,5
766450,3,5
971925,5,5
531396,3,5
2465085,4,5
393945,2,5
2385435,5,5
983123,5,5
819822,2,5
1835786,4,5
2458504,4,5
1698999,4,5
557801,3,5
2390623,3,5
561184,3,5
2603174,3,5
1691501,4,5
589596,4,5
358117,4,5
2032635,4,5
259796,3,5
1627955,2,5
545639,4,5
1948576,4,5
2043149,4,5
1462330,4,5
4783,4,5
83278,4,5
2164873,4,5
216174,3,5
1854660,1,5
466257,4,5
720145,3,5
319229,3,5
305344,2,5
2334574,1,5
560851,4,5
198000,4,5
983558,4,5
1459464,4,5
635285,3,5
